Product ID,Name,Category,Price,Demand
289,Treadmill,Fitness,1585.39,Medium
290,Hair Dryer,Personal Care,1703.61,Medium
291,T-Shirt,Fashion,162.11,Low
292,Vacuum Cleaner,Home Appliances,1788.22,Medium
293,Yoga Mat,Fitness,1655.51,Medium
294,Blender,Home Appliances,1529.12,High
295,Jacket,Fashion,1785.04,High
296,Perfume,Personal Care,811.64,High
297,Backpack,Accessories,1739.06,Medium
298,Blender,Home Appliances,1671.27,Medium
299,Sunglasses,Fashion,1438.68,Medium
300,Headphones,Electronics,371.67,High
301,Desk Lamp,Furniture,1826.07,Low
302,Desk Lamp,Furniture,460.18,Low
303,Yoga Mat,Fitness,1234.25,Medium
304,Jacket,Fashion,1184.06,Medium
305,Desk Lamp,Furniture,897.28,Low
306,Coffee Maker,Home Appliances,814.33,High
307,Yoga Mat,Fitness,104.32,Medium
308,Backpack,Accessories,1283.88,High
309,Belt,Accessories,790.71,High
310,Treadmill,Fitness,771.23,Low
311,Jeans,Fashion,1970.3,High
312,Sofa,Furniture,1750.48,Medium
313,Sunglasses,Fashion,550.97,Low
314,Exercise Bike,Fitness,1846.77,High
315,Laptop,Electronics,1261.77,Low
316,Coffee Maker,Home Appliances,514.61,Low
317,Laptop Stand,Accessories,1830.12,Medium
318,Yoga Mat,Fitness,122.17,Low
319,Coffee Maker,Home Appliances,1858.41,Low
320,Smartwatch,Electronics,49.04,Low
321,Jacket,Fashion,1361.53,Medium
322,Perfume,Personal Care,1664.13,High
323,Body Lotion,Personal Care,115.22,Low
324,Dumbbells,Fitness,1427.33,Medium
325,Skipping Rope,Fitness,1310.13,High
326,Belt,Accessories,1793.14,High
327,Wallet,Accessories,550.69,High
328,Camera,Electronics,462.33,High
329,Dining Table,Furniture,1140.09,High
330,Toothbrush,Personal Care,1966.15,High
331,Dumbbells,Fitness,1969.23,High
332,Microwave,Home Appliances,455.55,High
333,Sneakers,Fashion,428.49,High
334,Camera,Electronics,1588.65,High
335,Dining Table,Furniture,1143.22,High
336,Coffee Maker,Home Appliances,1240.65,Medium
337,Microwave,Home Appliances,1227.94,Low
338,Wallet,Accessories,235.19,Low
339,Watch,Fashion,1667.29,Low
340,Tablet,Electronics,1230.12,High
341,Perfume,Personal Care,25.48,Low
342,Sunglasses,Fashion,439.67,Low
343,Vacuum Cleaner,Home Appliances,50.67,Medium
344,Exercise Bike,Fitness,1092.71,Medium
345,Microwave,Home Appliances,850.83,Low
346,Coffee Maker,Home Appliances,242.86,High
347,Chair,Furniture,1818.05,Medium
348,Hair Dryer,Personal Care,555.67,Medium
349,Vacuum Cleaner,Home Appliances,1262.54,Low
350,Skipping Rope,Fitness,1261.09,Medium
351,Power Bank,Accessories,818.66,Medium
352,Microwave,Home Appliances,934.27,Low
353,Vacuum Cleaner,Home Appliances,591.87,High
354,Belt,Accessories,101.08,Low
355,Dining Table,Furniture,1600.8,High
356,Shampoo,Personal Care,904.95,Medium
357,Perfume,Personal Care,1441.86,Low
358,Dumbbells,Fitness,1949.91,Medium
359,Blender,Home Appliances,641.96,High
360,Dining Table,Furniture,334.8,High
361,Yoga Mat,Fitness,1088.91,Medium
362,Gaming Console,Electronics,728.09,High
363,Air Conditioner,Home Appliances,433.78,High
364,Sofa,Furniture,1439.91,Medium
365,Skipping Rope,Fitness,915.2,Low
366,Vacuum Cleaner,Home Appliances,1745.12,Medium
367,Shampoo,Personal Care,948.42,Medium
368,Sofa,Furniture,1564.17,Low
369,Skipping Rope,Fitness,491.8,Low
370,Wallet,Accessories,1714.57,Low
371,Smartphone,Electronics,260.27,High
372,Dining Table,Furniture,1209.89,Medium
373,Backpack,Accessories,313.43,Low
374,Camera,Electronics,1350.33,Low
375,Microwave,Home Appliances,1485.59,Medium
376,Smartwatch,Electronics,1718.76,High
377,Handbag,Fashion,1451.47,Medium
378,Power Bank,Accessories,35.73,Medium
379,Watch,Fashion,858.73,Low
380,Smartphone,Electronics,1441.73,Low
381,Smartwatch,Electronics,559.28,High
382,Bed,Furniture,972.8,Low
383,Coffee Maker,Home Appliances,1498.89,High
384,Perfume,Personal Care,1416.76,Low
385,Yoga Mat,Fitness,90.29,High
386,Sneakers,Fashion,679.13,Low
387,Belt,Accessories,1122.54,Low
388,Shampoo,Personal Care,683.74,Low
389,Sneakers,Fashion,1609.61,Medium
390,Blender,Home Appliances,1678.86,Medium
391,Dumbbells,Fitness,754.24,High
392,Perfume,Personal Care,22.03,Medium
393,Watch,Fashion,636.45,High
394,Perfume,Personal Care,1280.16,Medium
395,Laptop Stand,Accessories,32.07,High
396,Shampoo,Personal Care,111.59,Medium
397,Desk Lamp,Furniture,1273.31,Low
398,T-Shirt,Fashion,873.09,Medium
399,Backpack,Accessories,1222.22,Medium
400,Jeans,Fashion,1938.27,Medium
401,Smartwatch,Electronics,809.18,Medium
402,Perfume,Personal Care,476.34,High
403,Sunglasses,Fashion,215.54,Low
404,Coffee Maker,Home Appliances,940.34,High
405,Skipping Rope,Fitness,93.98,Medium
406,Sofa,Furniture,807.21,Low
407,Power Bank,Accessories,67.68,Low
408,Treadmill,Fitness,1020.12,Medium
409,Belt,Accessories,187.69,Medium
410,Chair,Furniture,1508.94,Medium
411,Bed,Furniture,1946.29,Medium
412,Hair Dryer,Personal Care,1155.05,High
413,Bed,Furniture,81.88,Medium
414,Coffee Maker,Home Appliances,1201.72,High
415,Blender,Home Appliances,203.22,High
416,Vacuum Cleaner,Home Appliances,1090.14,Low
417,Treadmill,Fitness,1062.78,Medium
418,Perfume,Personal Care,844.48,Low
419,Handbag,Fashion,160.38,Low
420,Backpack,Accessories,1127.84,Medium
421,Dining Table,Furniture,1765.5,Low
422,Tablet,Electronics,613.95,High
423,Vacuum Cleaner,Home Appliances,1852.76,Medium
424,Belt,Accessories,1697.72,Medium
425,Hair Dryer,Personal Care,1901.92,High
426,Sunglasses,Fashion,1239.38,High
427,Sofa,Furniture,260.47,Medium
428,Gaming Console,Electronics,53.69,Medium
429,Perfume,Personal Care,904.83,Medium
430,Wallet,Accessories,1711.48,Low
431,Hair Dryer,Personal Care,402.12,High
432,Gaming Console,Electronics,463.99,High
433,Yoga Mat,Fitness,860.17,Medium
434,Treadmill,Fitness,692.93,Medium
435,Skipping Rope,Fitness,1034.69,Medium
436,Smartwatch,Electronics,1124.08,Low
437,Yoga Mat,Fitness,794.76,High
438,Tablet,Electronics,465.2,Low
439,Headphones,Electronics,1815.71,Medium
440,Hair Dryer,Personal Care,1651.09,Low
441,Power Bank,Accessories,1991.13,Medium
442,Gaming Console,Electronics,1052.46,High
443,Camera,Electronics,283.89,Low
444,Dining Table,Furniture,1077.69,Medium
445,Gaming Console,Electronics,105.41,Low
446,Dining Table,Furniture,848.22,Low
447,Sofa,Furniture,357.83,High
448,Shampoo,Personal Care,905.02,High
449,Headphones,Electronics,584.59,Low
450,Treadmill,Fitness,233.77,Low
451,Yoga Mat,Fitness,496.5,High
452,Vacuum Cleaner,Home Appliances,946.62,Low
453,Watch,Fashion,1642.74,Low
454,Chair,Furniture,1931.52,Low
455,Wallet,Accessories,833.91,Low
456,Air Conditioner,Home Appliances,722.85,Medium
457,Headphones,Electronics,1378.89,Low
458,Power Bank,Accessories,768.69,Medium
459,Jacket,Fashion,685.51,High
460,Jeans,Fashion,441.77,High
461,Chair,Furniture,1005.49,Medium
462,Desk Lamp,Furniture,997.39,High
463,Perfume,Personal Care,549.91,Low
464,Shampoo,Personal Care,1903.05,Low
465,Hair Dryer,Personal Care,1321.5,High
466,Exercise Bike,Fitness,1196.17,High
467,Sneakers,Fashion,316.04,Medium
468,Laptop,Electronics,620.32,High
469,Sneakers,Fashion,1018.8,Low
470,Power Bank,Accessories,481.33,Low
471,Camera,Electronics,1143.52,Medium
472,Dining Table,Furniture,203.51,High
473,T-Shirt,Fashion,759.59,Low
474,Jeans,Fashion,1503.88,High
475,Yoga Mat,Fitness,1315.41,High
476,Sofa,Furniture,1201.14,High
477,Watch,Fashion,537.12,High
478,Air Conditioner,Home Appliances,1291.27,High
479,Laptop,Electronics,1171.56,Medium
480,Laptop Stand,Accessories,1137.02,High
481,Tablet,Electronics,1659.97,Low
482,Treadmill,Fitness,1201.5,Medium
483,Perfume,Personal Care,1755.39,High
484,Gaming Console,Electronics,500.85,Low
485,Headphones,Electronics,451.97,Low
486,Jeans,Fashion,1317.34,Medium
487,Backpack,Accessories,725.62,High
488,Hair Dryer,Personal Care,1759.89,High
489,Microwave,Home Appliances,1802.66,Low
490,Shampoo,Personal Care,1016.22,Low
491,Treadmill,Fitness,1364.51,High
492,Bed,Furniture,1114.62,Medium
493,Sofa,Furniture,993.1,High
494,Camera,Electronics,703.05,Low
495,Headphones,Electronics,687.69,Medium
496,Coffee Maker,Home Appliances,1622.86,Medium
497,Air Conditioner,Home Appliances,740.91,High
498,Bed,Furniture,781.16,Medium
499,Laptop Stand,Accessories,861.74,Low
500,Sofa,Furniture,1911.61,High
501,Sofa,Furniture,1826.29,Low
502,Bed,Furniture,733.38,Medium
503,Hair Dryer,Personal Care,297.31,High
504,Skipping Rope,Fitness,1373.72,Medium
505,Coffee Maker,Home Appliances,1891.84,High
506,Sunglasses,Fashion,336.55,Medium
507,Sofa,Furniture,1727.37,Medium
508,Watch,Fashion,268.87,High
509,Vacuum Cleaner,Home Appliances,1782.15,High
510,Bed,Furniture,1457.53,Low
511,Watch,Fashion,41.34,Medium
512,Air Conditioner,Home Appliances,627.62,High
513,Dumbbells,Fitness,401.31,Medium
514,Desk Lamp,Furniture,1301.67,Medium
515,Jeans,Fashion,638.81,Low
516,Sunglasses,Fashion,1107.32,Low
517,Toothbrush,Personal Care,659.2,High
518,Microwave,Home Appliances,1652.14,Medium
519,Jeans,Fashion,1089.58,High
520,Laptop,Electronics,531.52,High
521,Watch,Fashion,311.76,Medium
522,Bed,Furniture,988.94,High
523,T-Shirt,Fashion,1565.43,Low
524,Jeans,Fashion,638.68,High
525,Desk Lamp,Furniture,1467.02,Medium
526,Toothbrush,Personal Care,67.28,High
527,Dining Table,Furniture,1319.34,High
528,Sofa,Furniture,620.34,High
529,Power Bank,Accessories,1261.02,High
530,Skipping Rope,Fitness,316.97,Medium
531,Headphones,Electronics,856.42,Low
532,Chair,Furniture,10.77,High
533,Laptop Stand,Accessories,111.48,Medium
534,Body Lotion,Personal Care,1941.8,High
535,Wallet,Accessories,990.28,Medium
536,Laptop Stand,Accessories,1779.37,Medium
537,Camera,Electronics,1171.8,High
538,Vacuum Cleaner,Home Appliances,723.2,Medium
539,Body Lotion,Personal Care,825.56,High
540,Backpack,Accessories,1377.98,Medium
541,Blender,Home Appliances,1327.83,High
542,Yoga Mat,Fitness,1114.37,Medium
543,Vacuum Cleaner,Home Appliances,38.55,Low
544,Headphones,Electronics,545.73,Low
545,Smartphone,Electronics,277.94,Low
546,Body Lotion,Personal Care,1786.1,Low
547,Vacuum Cleaner,Home Appliances,592.96,Low
548,Blender,Home Appliances,481.55,High
549,Smartphone,Electronics,651.58,Low
550,Yoga Mat,Fitness,450.9,Low
551,Jacket,Fashion,1934.65,High
552,Tablet,Electronics,503.56,High
553,Coffee Maker,Home Appliances,572.92,Medium
554,Dining Table,Furniture,1900.87,Low
555,Bed,Furniture,1012.19,High
556,Watch,Fashion,1991.35,Medium
557,Dumbbells,Fitness,1875.74,Low
558,Body Lotion,Personal Care,416.72,Low
559,Belt,Accessories,1240.44,High
560,Dining Table,Furniture,1624.41,Medium
561,Sofa,Furniture,330.78,Medium
562,Power Bank,Accessories,281.5,Low
563,Body Lotion,Personal Care,858.92,Medium
564,Jeans,Fashion,1168.91,Low
565,Belt,Accessories,807.49,Medium
566,Perfume,Personal Care,1563.91,Low
567,Microwave,Home Appliances,1815.37,High
568,Dining Table,Furniture,1273.99,High
569,Chair,Furniture,1356.45,Medium
570,Body Lotion,Personal Care,484.4,High
571,Headphones,Electronics,1280.67,Medium
572,Bed,Furniture,758.33,Medium
573,Blender,Home Appliances,506.9,Medium
574,Headphones,Electronics,1141.65,Low
575,Coffee Maker,Home Appliances,1453.95,Low
576,Microwave,Home Appliances,1247.74,High
577,Dumbbells,Fitness,677.11,High
578,Body Lotion,Personal Care,833.73,Low
579,Perfume,Personal Care,1760.91,Medium
580,Handbag,Fashion,665.94,Medium
581,Blender,Home Appliances,683.3,Low
582,Coffee Maker,Home Appliances,1180.07,Low
583,Headphones,Electronics,241.81,High
584,Smartwatch,Electronics,653.33,High
585,Power Bank,Accessories,1568.64,Medium
586,Power Bank,Accessories,653.09,High
587,Bed,Furniture,355.14,Medium
588,Backpack,Accessories,1452.95,High
589,Dining Table,Furniture,688.06,Medium
590,Gaming Console,Electronics,1869.36,High
591,Desk Lamp,Furniture,1847.23,Low
592,Sunglasses,Fashion,316.96,Low
593,Air Conditioner,Home Appliances,619.9,High
594,Dumbbells,Fitness,566.44,Low
595,Chair,Furniture,611.98,High
596,Tablet,Electronics,1463.45,Medium
597,Hair Dryer,Personal Care,1349.37,Low
598,Belt,Accessories,1306.9,High
599,Backpack,Accessories,538.08,High
600,Microwave,Home Appliances,1969.13,High
601,Coffee Maker,Home Appliances,879.26,Low
602,Smartwatch,Electronics,1050.94,Low
603,Yoga Mat,Fitness,504.61,High
604,Belt,Accessories,811.76,High
605,Hair Dryer,Personal Care,1294.54,High
606,Coffee Maker,Home Appliances,648.12,Medium
607,Gaming Console,Electronics,1541.61,High
608,Sofa,Furniture,500.47,Low
609,Power Bank,Accessories,453.85,High
610,Desk Lamp,Furniture,255.65,High
611,Jacket,Fashion,521.26,High
612,Handbag,Fashion,282.54,Low
613,Wallet,Accessories,461.1,Medium
614,Hair Dryer,Personal Care,1182.25,Low
615,Perfume,Personal Care,32.71,Medium
616,Smartphone,Electronics,798.48,Medium
617,Toothbrush,Personal Care,877.0,Low
618,T-Shirt,Fashion,315.73,Low
619,Camera,Electronics,1002.71,Medium
620,Sofa,Furniture,1591.08,High
621,Jeans,Fashion,817.69,Low
622,Belt,Accessories,802.15,High
623,Sneakers,Fashion,11.5,Low
624,Gaming Console,Electronics,290.45,High
625,Blender,Home Appliances,900.41,Medium
626,Blender,Home Appliances,1468.71,High
627,Belt,Accessories,1084.02,Medium
628,Exercise Bike,Fitness,1463.51,Low
629,Body Lotion,Personal Care,1669.41,Medium
630,Smartphone,Electronics,1745.04,Medium
631,Blender,Home Appliances,1557.7,Medium
632,Blender,Home Appliances,1299.96,High
633,Toothbrush,Personal Care,340.55,High
634,Exercise Bike,Fitness,1392.58,High
635,Dumbbells,Fitness,1011.67,High
636,Skipping Rope,Fitness,85.93,Medium
637,Yoga Mat,Fitness,654.92,High
638,Yoga Mat,Fitness,1041.57,Low
639,Backpack,Accessories,1490.38,High
640,Desk Lamp,Furniture,1927.46,High
641,Skipping Rope,Fitness,1261.42,High
642,Vacuum Cleaner,Home Appliances,1713.74,Low
643,Microwave,Home Appliances,138.17,High
644,Hair Dryer,Personal Care,120.33,High
645,Body Lotion,Personal Care,859.32,Medium
646,Yoga Mat,Fitness,1233.66,Low
647,Backpack,Accessories,1917.48,Medium
648,Jeans,Fashion,1731.95,Low
649,Yoga Mat,Fitness,1081.4,Low
650,Sunglasses,Fashion,1827.04,Low
651,Skipping Rope,Fitness,1182.36,Medium
652,Exercise Bike,Fitness,960.41,Low
653,Belt,Accessories,468.88,High
654,Body Lotion,Personal Care,1640.01,High
655,Smartphone,Electronics,1485.3,Low
656,Toothbrush,Personal Care,1727.23,Low
657,Desk Lamp,Furniture,1883.01,High
658,Wallet,Accessories,501.83,Low
659,Body Lotion,Personal Care,113.15,Medium
660,Treadmill,Fitness,654.02,Medium
661,Body Lotion,Personal Care,1488.67,High
662,Watch,Fashion,192.96,High
663,Dining Table,Furniture,1367.79,Medium
664,Body Lotion,Personal Care,783.88,Medium
